model,latency
10,0.09029746055603027
10,0.08396005630493164
10,0.10465383529663086
10,0.10007572174072266
10,0.09661149978637695
10,0.09809637069702148
10,0.1026601791381836
10,0.08494305610656738
10,0.10227394104003906
10,0.09642291069030762
10,0.10484886169433594
10,0.09582757949829102
10,0.09984731674194336
10,0.10164213180541992
10,0.10224580764770508
10,0.0988616943359375
10,0.09646463394165039
10,0.09926509857177734
10,0.10768413543701172
10,0.10189437866210938
10,0.07885289192199707
10,0.10109376907348633
10,0.10371947288513184
10,0.10844993591308594
10,0.08379650115966797
10,0.07530379295349121
10,0.09909343719482422
10,0.0974569320678711
10,0.10401511192321777
10,0.09450745582580566
10,0.10439491271972656
10,0.10560202598571777
10,0.07868409156799316
10,0.08980941772460938
10,0.10103678703308105
10,0.09865069389343262
10,0.10015296936035156
10,0.10321593284606934
10,0.10185098648071289
10,0.10557126998901367
10,0.0985867977142334
10,0.10973429679870605
10,0.10378003120422363
10,0.10677480697631836
10,0.1030735969543457
10,0.09271931648254395
10,0.07861876487731934
10,0.10396504402160645
10,0.10368037223815918
10,0.0975949764251709
10,0.09849429130554199
10,0.08908462524414062
10,0.09929227828979492
10,0.10238814353942871
10,0.09557437896728516
10,0.09856486320495605
10,0.10320758819580078
10,0.09573960304260254
10,0.09994244575500488
10,0.0973348617553711
10,0.10360980033874512
10,0.08534526824951172
10,0.08523297309875488
10,0.0854032039642334
10,0.08457112312316895
10,0.08284115791320801
10,0.08935952186584473
10,0.10046148300170898
10,0.09978532791137695
10,0.1042170524597168
10,0.08615398406982422
10,0.09901690483093262
10,0.10094475746154785
10,0.10441374778747559
10,0.10136532783508301
10,0.1034858226776123
10,0.09557533264160156
10,0.09491658210754395
10,0.09948015213012695
10,0.10535502433776855
10,0.09643340110778809
10,0.11800169944763184
10,0.0802311897277832
10,0.09871697425842285
10,0.09758329391479492
10,0.09127211570739746
10,0.10279583930969238
10,0.09839606285095215
10,0.11406755447387695
10,0.09844303131103516
10,0.09114813804626465
10,0.082183837890625
10,0.09808826446533203
10,0.0817115306854248
10,0.09683036804199219
10,0.08348846435546875
10,0.1034705638885498
10,0.09515666961669922
10,0.0986936092376709
10,0.0804600715637207
10,0.09892940521240234
10,0.09514355659484863
10,0.11837601661682129
10,0.0930335521697998
10,0.10370731353759766
10,0.10500979423522949
10,0.08400106430053711
10,0.09842705726623535
10,0.09941983222961426
10,0.1006321907043457
10,0.10278773307800293
10,0.09754657745361328
10,0.10749673843383789
10,0.10205888748168945
10,0.09585261344909668
10,0.10084247589111328
10,0.09445786476135254
10,0.10063982009887695
10,0.09716558456420898
10,0.08544278144836426
10,0.0963754653930664
10,0.09078621864318848
10,0.08125567436218262
10,0.08983135223388672
10,0.09867525100708008
10,0.1011343002319336
10,0.07996559143066406
10,0.10039472579956055
10,0.08177757263183594
10,0.08644270896911621
10,0.08436417579650879
10,0.08389663696289062
10,0.08831167221069336
10,0.08111906051635742
10,0.07510495185852051
10,0.09726262092590332
10,0.08549880981445312
10,0.1016242504119873
10,0.09464764595031738
10,0.08577799797058105
10,0.09705281257629395
10,0.1013951301574707
10,0.09677481651306152
10,0.08227849006652832
10,0.1073908805847168
10,0.08963465690612793
10,0.10504341125488281
10,0.10236787796020508
10,0.10035395622253418
10,0.08713030815124512
10,0.10518622398376465
10,0.09374356269836426
10,0.09716320037841797
10,0.10307860374450684
10,0.09218764305114746
10,0.07870197296142578
10,0.09685587882995605
10,0.08226919174194336
10,0.10094022750854492
10,0.10175347328186035
10,0.09216427803039551
10,0.09331488609313965
10,0.10472393035888672
10,0.09789252281188965
10,0.09525895118713379
10,0.09296154975891113
10,0.10521554946899414
10,0.09522581100463867
10,0.10336947441101074
10,0.10000991821289062
10,0.10296416282653809
10,0.10407590866088867
10,0.10532712936401367
10,0.09288167953491211
10,0.10373640060424805
10,0.10219788551330566
10,0.10808086395263672
10,0.10471940040588379
10,0.10414266586303711
10,0.1008150577545166
10,0.07688760757446289
10,0.08217811584472656
10,0.0995781421661377
10,0.10233521461486816
10,0.10013294219970703
10,0.10693359375
10,0.07492637634277344
10,0.08398580551147461
10,0.10177230834960938
10,0.09725618362426758
10,0.09723830223083496
10,0.09713578224182129
10,0.0903937816619873
10,0.09874320030212402
10,0.09902405738830566
10,0.10909366607666016
10,0.08347558975219727
10,0.08174347877502441
10,0.08598685264587402
10,0.08658623695373535
10,0.0933229923248291
10,0.08707857131958008
10,0.08535361289978027
10,0.0828711986541748
10,0.07886743545532227
10,0.0968773365020752
10,0.09311580657958984
10,0.09785270690917969
10,0.09560251235961914
10,0.11043930053710938
10,0.0852968692779541
10,0.0885920524597168
10,0.08449172973632812
10,0.08748912811279297
10,0.0753631591796875
10,0.08109855651855469
10,0.09191012382507324
10,0.09137082099914551
10,0.09124946594238281
10,0.09389781951904297
10,0.10504627227783203
10,0.10681414604187012
10,0.10212993621826172
10,0.09071016311645508
10,0.10375046730041504
8,32.53219485282898
8,0.14331293106079102
8,0.13991427421569824
8,0.14370107650756836
8,0.1490771770477295
8,0.14857220649719238
8,0.13954925537109375
8,0.14665651321411133
8,0.15790247917175293
8,0.1422572135925293
8,0.13225626945495605
8,0.1450788974761963
8,0.13508057594299316
8,0.13433289527893066
8,0.1393115520477295
8,0.13292717933654785
8,0.1379413604736328
8,0.13639473915100098
8,0.13381600379943848
8,0.15552687644958496
8,0.16092848777770996
8,0.15749788284301758
8,0.13852405548095703
8,0.18541502952575684
8,0.13494229316711426
8,0.1367635726928711
8,0.13532114028930664
8,0.14100885391235352
8,0.13232088088989258
8,0.1340343952178955
8,0.13762593269348145
8,0.13393831253051758
8,0.13626885414123535
8,0.13527417182922363
8,0.1403050422668457
8,0.13295936584472656
8,0.13463044166564941
8,0.1338942050933838
8,0.13475489616394043
8,0.1346752643585205
8,0.1322634220123291
8,0.13496828079223633
8,0.13675785064697266
8,0.13630032539367676
8,0.13572287559509277
8,0.13727974891662598
8,0.1365983486175537
8,0.13088369369506836
8,0.1390368938446045
8,0.13759803771972656
8,0.13452553749084473
8,0.13864636421203613
8,0.13575482368469238
8,0.13212990760803223
8,0.1383657455444336
8,0.13364076614379883
8,0.13645720481872559
8,0.13452768325805664
8,0.1332874298095703
8,0.13720464706420898
8,0.13138103485107422
8,0.13090085983276367
8,0.13651561737060547
8,0.13322710990905762
8,0.13768291473388672
8,0.1289975643157959
8,0.16128826141357422
8,0.16017627716064453
8,0.16555070877075195
8,0.13941121101379395
8,0.14015650749206543
8,0.12851905822753906
8,0.13202857971191406
8,0.1454906463623047
8,0.13112759590148926
8,0.14037084579467773
8,0.1300802230834961
8,0.1389923095703125
8,0.13716387748718262
8,0.13549327850341797
8,0.13629770278930664
8,0.13527631759643555
8,0.13621306419372559
8,0.13745379447937012
8,0.13223767280578613
8,0.14240598678588867
8,0.13518095016479492
8,0.1349942684173584
8,0.13448119163513184
8,0.13283109664916992
8,0.13922834396362305
8,0.13152742385864258
8,0.13376569747924805
8,0.1356792449951172
8,0.131422758102417
8,0.1357414722442627
8,0.1367173194885254
8,0.13895606994628906
8,0.13460683822631836
8,0.1359400749206543
8,0.1313788890838623
8,0.13773322105407715
8,0.14043712615966797
8,0.13184237480163574
8,0.14823246002197266
8,0.13250207901000977
8,0.1402275562286377
8,0.1368086338043213
8,0.14157676696777344
8,0.13105297088623047
8,0.14310526847839355
8,0.14111065864562988
8,0.13500261306762695
8,0.17520380020141602
8,0.16192340850830078
8,0.16035079956054688
8,0.13672423362731934
8,0.1304621696472168
8,0.13563251495361328
8,0.13531208038330078
8,0.1309518814086914
8,0.13527202606201172
8,0.13460850715637207
8,0.1314411163330078
8,0.13888812065124512
8,0.13736653327941895
8,0.13146662712097168
8,0.13599920272827148
8,0.13466119766235352
8,0.14232373237609863
8,0.13588356971740723
8,0.14336419105529785
8,0.13701391220092773
8,0.13508868217468262
8,0.13609051704406738
8,0.13260197639465332
8,0.14699530601501465
8,0.13190627098083496
8,0.13587403297424316
8,0.1342620849609375
8,0.14627313613891602
8,0.12967634201049805
8,0.13242411613464355
8,0.13951730728149414
8,0.1361839771270752
8,0.13492393493652344
8,0.1340312957763672
8,0.13571596145629883
8,0.13198423385620117
8,0.13553071022033691
8,0.13670825958251953
8,0.1360328197479248
8,0.1385209560394287
8,0.13616704940795898
8,0.1356668472290039
8,0.13391733169555664
8,0.1415576934814453
8,0.13185596466064453
8,0.1373281478881836
8,0.13396453857421875
8,0.1554255485534668
8,0.16460394859313965
8,0.1655442714691162
8,0.14725661277770996
8,0.1342945098876953
8,0.13779234886169434
8,0.13393139839172363
8,0.1366128921508789
8,0.1458301544189453
8,0.1414356231689453
8,0.1807241439819336
8,0.13359475135803223
8,0.1383669376373291
8,0.13315963745117188
8,0.13983464241027832
8,0.13300299644470215
8,0.1405963897705078
8,0.13242554664611816
8,0.13080787658691406
8,0.13708043098449707
8,0.14292526245117188
8,0.13785004615783691
8,0.15204954147338867
8,0.1390845775604248
8,0.13397550582885742
8,0.13899540901184082
8,0.1397707462310791
8,0.13828825950622559
8,0.13485360145568848
8,0.13440704345703125
8,0.13119077682495117
8,0.13623309135437012
8,0.13906526565551758
8,0.1371166706085205
8,0.13597512245178223
8,0.13766956329345703
8,0.1294996738433838
8,0.13583779335021973
8,0.1343843936920166
8,0.1305387020111084
8,0.13014960289001465
8,0.13582515716552734
8,0.13699626922607422
8,0.1371150016784668
8,0.1333930492401123
8,0.1413288116455078
8,0.1398146152496338
8,0.1569652557373047
8,0.16125178337097168
8,0.15815448760986328
8,0.14078617095947266
8,0.13976716995239258
8,0.13544297218322754
8,0.13750934600830078
8,0.1344599723815918
8,0.14168024063110352
8,0.13215279579162598
8,0.13567590713500977
8,0.13431978225708008
8,0.13979411125183105
8,0.13912320137023926
8,0.1340959072113037
8,0.13491582870483398
8,0.13652348518371582
8,0.13468456268310547
8,0.13173675537109375
8,0.13777756690979004
8,0.13560128211975098
8,0.13662505149841309
8,0.1381840705871582
8,0.13855528831481934
8,0.13447928428649902
8,0.13008642196655273
8,0.1351318359375
8,0.1333928108215332
8,0.1308755874633789
8,0.13347744941711426
8,0.13671588897705078
8,0.1370220184326172
8,0.13698172569274902
8,0.13428330421447754
8,0.14194607734680176
8,0.13602161407470703
8,0.13909459114074707
8,0.13597440719604492
8,0.13979125022888184
8,0.13518953323364258
8,0.13399434089660645
8,0.13834476470947266
8,0.13691163063049316
8,0.16172075271606445
8,0.13478350639343262
8,0.1324934959411621
8,0.14070940017700195
8,0.15830087661743164
8,0.16305255889892578
8,0.16158843040466309
8,0.13905978202819824
8,0.13460040092468262
8,0.13576674461364746
8,0.13031768798828125
8,0.1435377597808838
8,0.13469457626342773
8,0.1339256763458252
8,0.13903498649597168
8,0.1384129524230957
8,0.1347196102142334
8,0.13415145874023438
8,0.13365960121154785
8,0.13671541213989258
8,0.12856626510620117
8,0.13379502296447754
8,0.1287822723388672
8,0.13520312309265137
8,0.13747715950012207
8,0.13250446319580078
8,0.13747882843017578
8,0.13620781898498535
8,0.1361539363861084
8,0.14079618453979492
8,0.1312999725341797
8,0.13383173942565918
8,0.1382143497467041
8,0.13701581954956055
8,0.1318681240081787
8,0.1383209228515625
8,0.13741254806518555
8,0.13552618026733398
8,0.13296079635620117
8,0.13602328300476074
8,0.13123679161071777
8,0.13930010795593262
8,0.13336443901062012
8,0.1373605728149414
8,0.1312427520751953
8,0.134507417678833
8,0.14485549926757812
8,0.14285659790039062
8,0.13464689254760742
8,0.13353681564331055
