model,latency
5,0.09413886070251465
5,0.09967422485351562
5,0.08932614326477051
5,0.09850478172302246
5,0.08723735809326172
5,0.09753823280334473
5,0.07736349105834961
5,0.09310722351074219
5,0.0902097225189209
5,0.1035926342010498
5,0.10463571548461914
5,0.08758997917175293
5,0.09421610832214355
5,0.11078882217407227
5,0.09072160720825195
5,0.09909391403198242
5,0.10401153564453125
5,0.10024547576904297
5,0.10111784934997559
5,0.08594489097595215
5,0.09559869766235352
5,0.09066104888916016
5,0.08452129364013672
5,0.1101529598236084
5,0.08571314811706543
5,0.08574104309082031
5,0.10133957862854004
5,0.10404849052429199
5,0.09901881217956543
5,0.08295655250549316
5,0.09016180038452148
5,0.1072535514831543
5,0.10221362113952637
5,0.10417389869689941
5,0.1090857982635498
5,0.10614204406738281
5,0.1016845703125
5,0.10188055038452148
5,0.0991675853729248
5,0.10119986534118652
5,0.09742617607116699
5,0.08065414428710938
5,0.08524680137634277
5,0.08297944068908691
5,0.10299491882324219
5,0.10259127616882324
5,0.10064029693603516
5,0.10561633110046387
5,0.09679079055786133
5,0.10698699951171875
5,0.10484790802001953
5,0.09518146514892578
5,0.10587120056152344
5,0.10696935653686523
5,0.10162782669067383
5,0.10032010078430176
5,0.09726452827453613
5,0.10409736633300781
5,0.09598112106323242
5,0.08096027374267578
5,0.09236788749694824
5,0.08543729782104492
5,0.08777618408203125
5,0.08169317245483398
5,0.08248758316040039
5,0.0793142318725586
5,0.09749627113342285
5,0.09546494483947754
5,0.1014397144317627
5,0.09163022041320801
5,0.09952569007873535
5,0.10022759437561035
5,0.07686305046081543
5,0.09309005737304688
5,0.07829856872558594
5,0.10404586791992188
5,0.10336899757385254
5,0.09588360786437988
5,0.09197545051574707
5,0.10149812698364258
5,0.08003759384155273
5,0.0960235595703125
5,0.087188720703125
5,0.10291409492492676
5,0.09494304656982422
5,0.09484696388244629
5,0.09657430648803711
5,0.0996856689453125
5,0.10180139541625977
5,0.0983431339263916
5,0.10139012336730957
5,0.09141325950622559
5,0.09577488899230957
5,0.09816193580627441
5,0.10073709487915039
5,0.0772709846496582
5,0.0984807014465332
5,0.09646368026733398
5,0.09574222564697266
5,0.0985863208770752
5,0.09769535064697266
5,0.09160590171813965
5,0.1006472110748291
5,0.10115718841552734
5,0.10088634490966797
5,0.10233116149902344
5,0.08737635612487793
5,0.10291624069213867
5,0.10213875770568848
5,0.09502053260803223
5,0.0955660343170166
5,0.09461307525634766
5,0.09773755073547363
5,0.10514688491821289
5,0.1033318042755127
5,0.08835053443908691
5,0.09092259407043457
5,0.09804701805114746
5,0.1042933464050293
5,0.1030418872833252
5,0.09497404098510742
5,0.0953969955444336
5,0.1081700325012207
5,0.09168410301208496
5,0.10015749931335449
5,0.08478426933288574
5,0.10802960395812988
5,0.09325671195983887
5,0.08761215209960938
5,0.08679652214050293
5,0.0803382396697998
5,0.08388805389404297
5,0.08599972724914551
5,0.08077526092529297
5,0.09641170501708984
5,0.0963599681854248
5,0.08541059494018555
5,0.10506892204284668
5,0.09946537017822266
5,0.09325122833251953
5,0.08027958869934082
5,0.10563540458679199
5,0.09591341018676758
5,0.10257411003112793
5,0.09675168991088867
5,0.09163284301757812
5,0.09948325157165527
5,0.07914447784423828
5,0.0879201889038086
5,0.0908963680267334
5,0.10146951675415039
5,0.09561657905578613
5,0.1038370132446289
5,0.07790970802307129
5,0.09796428680419922
5,0.09892868995666504
5,0.0938112735748291
5,0.09220170974731445
5,0.10769939422607422
5,0.10371804237365723
5,0.09668302536010742
5,0.10107946395874023
5,0.09245514869689941
5,0.08155012130737305
5,0.09872102737426758
5,0.08330154418945312
5,0.10376238822937012
5,0.09631133079528809
5,0.0957796573638916
5,0.08030867576599121
5,0.08255672454833984
5,0.09091567993164062
5,0.08694911003112793
5,0.07935905456542969
5,0.10747098922729492
5,0.0932302474975586
5,0.09660220146179199
5,0.09699296951293945
5,0.0934913158416748
5,0.09031867980957031
5,0.08220314979553223
5,0.09282994270324707
5,0.11008834838867188
5,0.07537627220153809
5,0.09257340431213379
5,0.09351778030395508
5,0.0977940559387207
5,0.09861397743225098
5,0.1024618148803711
5,0.09460568428039551
5,0.07848668098449707
5,0.09102940559387207
5,0.07928776741027832
5,0.0848538875579834
5,0.09800386428833008
5,0.09730696678161621
5,0.08227157592773438
5,0.08308863639831543
5,0.08086371421813965
5,0.0847921371459961
5,0.09851384162902832
5,0.0814809799194336
5,0.08261346817016602
5,0.08086633682250977
5,0.09382057189941406
5,0.0957326889038086
5,0.09758877754211426
5,0.09403824806213379
5,0.10247921943664551
5,0.07524943351745605
5,0.08339262008666992
5,0.09698605537414551
5,0.09375286102294922
5,0.07967972755432129
5,0.07922840118408203
5,0.10151052474975586
5,0.09331727027893066
5,0.09937620162963867
5,0.0821075439453125
5,0.10153031349182129
5,0.10082054138183594
5,0.10234999656677246
5,0.08234643936157227
5,0.09667015075683594
5,0.1034250259399414
5,0.10648131370544434
5,0.10292530059814453
5,0.08108639717102051
5,0.09720945358276367
5,0.09805846214294434
5,0.09638118743896484
5,0.08185768127441406
5,0.0916757583618164
5,0.09042763710021973
5,0.0989999771118164
5,0.09552741050720215
5,0.09925675392150879
5,0.10052967071533203
5,0.08908867835998535
5,0.08522534370422363
5,0.09432172775268555
5,0.08686423301696777
5,0.09192967414855957
5,0.09172773361206055
5,0.09989404678344727
5,0.08586978912353516
5,0.10021519660949707
5,0.08008241653442383
5,0.07738924026489258
5,0.09723186492919922
5,0.09594273567199707
5,0.09859752655029297
5,0.09145665168762207
5,0.08120274543762207
5,0.09296679496765137
5,0.09449219703674316
5,0.10143303871154785
5,0.09584832191467285
5,0.08291172981262207
5,0.09358453750610352
5,0.09907078742980957
5,0.08812665939331055
5,0.08298540115356445
5,0.10205960273742676
5,0.09420275688171387
5,0.09816241264343262
5,0.1018526554107666
5,0.09506678581237793
5,0.08105754852294922
5,0.08455109596252441
5,0.08730196952819824
5,0.08159255981445312
5,0.08407282829284668
5,0.07501721382141113
5,0.09560489654541016
5,0.07557797431945801
5,0.10235738754272461
5,0.10271263122558594
5,0.08164119720458984
5,0.07891964912414551
5,0.09213376045227051
5,0.08004283905029297
5,0.08928656578063965
5,0.09698939323425293
5,0.08513474464416504
5,0.09449100494384766
5,0.09944891929626465
5,0.0968935489654541
5,0.09638023376464844
5,0.08356499671936035
5,0.1005396842956543
5,0.09988856315612793
5,0.09920620918273926
5,0.09671974182128906
5,0.08048176765441895
5,0.09743237495422363
5,0.10469675064086914
5,0.09845924377441406
5,0.09944295883178711
5,0.10404491424560547
10,13.244486808776855
10,0.08619832992553711
10,0.0837254524230957
10,0.08760738372802734
10,0.09625864028930664
10,0.09799313545227051
10,0.08600902557373047
10,0.08631539344787598
10,0.07940530776977539
10,0.09590983390808105
10,0.11705970764160156
10,0.07945060729980469
10,0.07948088645935059
10,0.09070324897766113
10,0.08252358436584473
10,0.10732436180114746
10,0.09736466407775879
10,0.08427119255065918
10,0.0757293701171875
10,0.09966802597045898
10,0.10297989845275879
10,0.10056686401367188
10,0.09900021553039551
10,0.09701013565063477
10,0.09221434593200684
10,0.10077476501464844
10,0.09918451309204102
10,0.09612154960632324
10,0.1055142879486084
10,0.09325289726257324
10,0.0948183536529541
10,0.10442328453063965
10,0.09821605682373047
10,0.09051966667175293
10,0.09276509284973145
10,0.09972190856933594
10,0.10399961471557617
10,0.0969083309173584
10,0.10116910934448242
10,0.10362410545349121
10,0.09818673133850098
10,0.1021120548248291
10,0.09772562980651855
10,0.0930337905883789
10,0.09688043594360352
10,0.09356188774108887
10,0.1006612777709961
10,0.09805727005004883
10,0.09698033332824707
10,0.09835386276245117
10,0.11268901824951172
10,0.08341073989868164
10,0.09523820877075195
10,0.10434103012084961
10,0.09180665016174316
10,0.09327983856201172
10,0.09243988990783691
10,0.10049962997436523
10,0.10819697380065918
10,0.09954571723937988
10,0.09975767135620117
10,0.08019542694091797
10,0.09737968444824219
10,0.08801412582397461
10,0.09139299392700195
10,0.08485054969787598
10,0.10233855247497559
10,0.09730744361877441
10,0.10198736190795898
10,0.10048937797546387
10,0.09447693824768066
10,0.08544349670410156
10,0.08552193641662598
10,0.08540511131286621
10,0.08586597442626953
